"","perc_amp","amp","additive_corr","GxE_corr","additive_improvement"
"1",0,1,0.289017416897277,0.276086576494165,0.04683617931488
"2",0.0204081632653061,1,0.289017416897277,0.276086576494165,0.04683617931488
"3",0.0408163265306122,1,0.289017416897277,0.276086576494165,0.04683617931488
"4",0.0612244897959184,1,0.289017416897277,0.276086576494165,0.04683617931488
"5",0.0816326530612245,1,0.289017416897277,0.276086576494165,0.04683617931488
"6",0.102040816326531,1,0.289017416897277,0.276086576494165,0.04683617931488
"7",0.122448979591837,1,0.289017416897277,0.276086576494165,0.04683617931488
"8",0.142857142857143,1,0.289017416897277,0.276086576494165,0.04683617931488
"9",0.163265306122449,1,0.289017416897277,0.276086576494165,0.04683617931488
"10",0.183673469387755,1,0.289017416897277,0.276086576494165,0.04683617931488
"11",0.204081632653061,1,0.289017416897277,0.276086576494165,0.04683617931488
"12",0.224489795918367,1,0.289017416897277,0.276086576494165,0.04683617931488
"13",0.244897959183673,1,0.289017416897277,0.276086576494165,0.04683617931488
"14",0.26530612244898,1,0.289017416897277,0.276086576494165,0.04683617931488
"15",0.285714285714286,1,0.289017416897277,0.276086576494165,0.04683617931488
"16",0.306122448979592,1,0.289017416897277,0.276086576494165,0.04683617931488
"17",0.326530612244898,1,0.289017416897277,0.276086576494165,0.04683617931488
"18",0.346938775510204,1,0.289017416897277,0.276086576494165,0.04683617931488
"19",0.36734693877551,1,0.289017416897277,0.276086576494165,0.04683617931488
"20",0.387755102040816,1,0.289017416897277,0.276086576494165,0.04683617931488
"21",0.408163265306122,1,0.289017416897277,0.276086576494165,0.04683617931488
"22",0.428571428571429,1,0.289017416897277,0.276086576494165,0.04683617931488
"23",0.448979591836735,1,0.289017416897277,0.276086576494165,0.04683617931488
"24",0.469387755102041,1,0.289017416897277,0.276086576494165,0.04683617931488
"25",0.489795918367347,1,0.289017416897277,0.276086576494165,0.04683617931488
"26",0.510204081632653,1,0.289017416897277,0.276086576494165,0.04683617931488
"27",0.530612244897959,1,0.289017416897277,0.276086576494165,0.04683617931488
"28",0.551020408163265,1,0.289017416897277,0.276086576494165,0.04683617931488
"29",0.571428571428571,1,0.289017416897277,0.276086576494165,0.04683617931488
"30",0.591836734693878,1,0.289017416897277,0.276086576494165,0.04683617931488
"31",0.612244897959184,1,0.289017416897277,0.276086576494165,0.04683617931488
"32",0.63265306122449,1,0.289017416897277,0.276086576494165,0.04683617931488
"33",0.653061224489796,1,0.289017416897277,0.276086576494165,0.04683617931488
"34",0.673469387755102,1,0.289017416897277,0.276086576494165,0.04683617931488
"35",0.693877551020408,1,0.289017416897277,0.276086576494165,0.04683617931488
"36",0.714285714285714,1,0.289017416897277,0.276086576494165,0.04683617931488
"37",0.73469387755102,1,0.289017416897277,0.276086576494165,0.04683617931488
"38",0.755102040816326,1,0.289017416897277,0.276086576494165,0.04683617931488
"39",0.775510204081633,1,0.289017416897277,0.276086576494165,0.04683617931488
"40",0.795918367346939,1,0.289017416897277,0.276086576494165,0.04683617931488
"41",0.816326530612245,1,0.289017416897277,0.276086576494165,0.04683617931488
"42",0.836734693877551,1,0.289017416897277,0.276086576494165,0.04683617931488
